"pred"
"http://fossr.eu/kg/onto/coauthoredWith"
"http://fossr.eu/kg/onto/forAuthor"
"http://fossr.eu/kg/onto/hasAffiliation"
"http://fossr.eu/kg/onto/hasAuthorAffiliation"
"http://purl.org/dc/terms/creator"
"http://purl.org/dc/terms/date"
"http://purl.org/dc/terms/description"
"http://purl.org/dc/terms/identifier"
"http://purl.org/dc/terms/title"
"http://schema.org/address"
"http://schema.org/addressCountry"
"http://schema.org/addressLocality"
"http://schema.org/affiliation"
"http://schema.org/familyName"
"http://schema.org/givenName"
"http://schema.org/sourceOrganization"
"http://w3id.org/fossr/ontology/carriedOutAtDepartment"
"http://w3id.org/fossr/ontology/contributedByUniversity"
"http://w3id.org/fossr/ontology/hasAbstract"
"http://w3id.org/fossr/ontology/hasAcademicYear"
"http://w3id.org/fossr/ontology/hasAuthor"
"http://w3id.org/fossr/ontology/hasCoordinator"
"http://w3id.org/fossr/ontology/hasLanguage"
"http://w3id.org/fossr/ontology/hasSupervisor"
"http://w3id.org/fossr/ontology/hasTitle"
"http://w3id.org/fossr/ontology/hasYear"
"http://w3id.org/fossr/ontology/name"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"
"http://www.w3.org/2000/01/rdf-schema#label"
"http://www.w3.org/2002/07/owl#sameAs"
